Row 18, label PEFNTVTY, used 926: Columbia
Row 47448, label PEFNTVTY, used 90679: United-States
Row 47476, label PEFNTVTY, used 428: United-States
Row 47476, label PEMNTVTY, used 428: United-States
Row 47489, label PEFNTVTY, used 15: United-States
Row 47489, label PEMNTVTY, used 15: United-States
Row 47489, label PENATVTY, used 15: United-States
Row 47545, label PEFNTVTY, used 88063: United-States
Row 47545, label PEMNTVTY, used 88063: United-States
Row 47545, label PENATVTY, used 88063: United-States
Row 47552, label PEFNTVTY, used 223: Puerto-Rico
Row 47552, label PEMNTVTY, used 223: Puerto-Rico
Row 47552, label PENATVTY, used 223: Puerto-Rico
Row 47559, label PEMNTVTY, used 41152: United-States
Row 47587, label PEFNTVTY, used 105883: Hungary
Row 47587, label PENATVTY, used 105883: Hungary
Row 47600, label PEFNTVTY, used 2445: Ecuador
Row 47600, label PEMNTVTY, used 2445: Ecuador
Row 47615, label PEFNTVTY, used 10050: Puerto-Rico
Row 47619, label PEFNTVTY, used 375: United-States
Row 47619, label PEMNTVTY, used 375: United-States
Row 47655, label PEFNTVTY, used 20430: United-States
Row 47655, label PEMNTVTY, used 20430: Italy
Row 47685, label PEFNTVTY, used 338: United-States
Row 47729, label PEFNTVTY, used 7797: United-States
Row 47729, label PEMNTVTY, used 7797: United-States
Row 47729, label PENATVTY, used 7797: United-States
Row 47735, label PEFNTVTY, used 373: United-States
Row 47735, label PEMNTVTY, used 373: United-States
Row 47735, label PENATVTY, used 373: United-States
Row 47752, label PEFNTVTY, used 517: United-States
Row 47762, label PEFNTVTY, used 428: United-States
Row 47762, label PEMNTVTY, used 428: United-States
Row 47762, label PENATVTY, used 428: United-States
Row 47790, label PEFNTVTY, used 179: United-States
Row 47790, label PEMNTVTY, used 179: United-States
Row 47809, label PEFNTVTY, used 1611: Poland
Row 47809, label PEMNTVTY, used 1611: Germany
Row 47812, label PEFNTVTY, used 3: United-States
Row 47813, label PEFNTVTY, used 65: South Korea
Row 47839, label PEFNTVTY, used 37797: Germany
Row 47857, label PEMNTVTY, used 183866: United-States
Row 47857, label PENATVTY, used 183866: United-States
Row 47933, label PEFNTVTY, used 385: United-States
Row 47958, label PEFNTVTY, used 27210: United-States
Row 47958, label PEMNTVTY, used 27210: United-States
Row 47958, label PENATVTY, used 27210: United-States
Row 47989, label PEFNTVTY, used 259: United-States
Row 47989, label PEMNTVTY, used 259: United-States
Row 48023, label PEFNTVTY, used 2070: Italy
Row 48023, label PEMNTVTY, used 2070: United-States
Row 48023, label PENATVTY, used 2070: United-States
Row 48027, label PEFNTVTY, used 44: United-States
Row 48027, label PEMNTVTY, used 44: United-States
Row 48028, label PEFNTVTY, used 1438: United-States
Row 48028, label PEMNTVTY, used 1438: Canada
Row 48031, label PEFNTVTY, used 5216: United-States
Row 48031, label PEMNTVTY, used 5216: United-States
Row 48031, label PENATVTY, used 5216: United-States
Row 48034, label PEFNTVTY, used 3: United-States
Row 48034, label PEMNTVTY, used 3: United-States
Row 48090, label PEFNTVTY, used 294: United-States
Row 48090, label PEMNTVTY, used 294: United-States
Row 48120, label PEFNTVTY, used 375: United-States
Row 48120, label PEMNTVTY, used 375: United-States
Row 48159, label PEFNTVTY, used 44: United-States
Row 48188, label PEMNTVTY, used 361: United-States
Row 48191, label PEFNTVTY, used 136215: United-States
Row 48217, label PEMNTVTY, used 3235: United-States
Row 48221, label PEMNTVTY, used 4321: United-States
Row 48235, label PEMNTVTY, used 3: United-States
Row 48240, label PEFNTVTY, used 45363: United-States
Row 48240, label PEMNTVTY, used 45363: United-States
Row 48240, label PENATVTY, used 45363: United-States
Row 48247, label PEFNTVTY, used 9079: United-States
Row 48247, label PEMNTVTY, used 9079: United-States
Row 48247, label PENATVTY, used 9079: United-States
Row 48331, label PEMNTVTY, used 3: United-States
Row 48334, label PEFNTVTY, used 77247: United-States
Row 48334, label PEMNTVTY, used 77247: United-States
Row 48419, label PEFNTVTY, used 28070: United-States
Row 48419, label PEMNTVTY, used 28070: United-States
Row 48419, label PENATVTY, used 28070: United-States
Row 48450, label PEFNTVTY, used 135: United-States
Row 48486, label PEFNTVTY, used 2111: United-States
Row 48486, label PEMNTVTY, used 2111: United-States
Row 48486, label PENATVTY, used 2111: United-States
Row 48535, label PEFNTVTY, used 876: United-States
Row 48551, label PEFNTVTY, used 44: United-States
Row 48551, label PEMNTVTY, used 44: United-States
Row 48552, label PENATVTY, used 377: United-States
Row 48568, label PENATVTY, used 22387: United-States
Row 48585, label PEFNTVTY, used 186845: Puerto-Rico
Row 48585, label PEMNTVTY, used 186845: Puerto-Rico
Row 48618, label PEMNTVTY, used 15: United-States
Row 48622, label PEFNTVTY, used 428: United-States
Row 48622, label PEMNTVTY, used 428: United-States
Row 48622, label PENATVTY, used 428: United-States
Row 48634, label PEFNTVTY, used 15: United-States
Row 48668, label PEFNTVTY, used 65: South Korea
Row 48695, label PEFNTVTY, used 1378: United-States
Row 48695, label PEMNTVTY, used 1378: United-States
Row 48695, label PENATVTY, used 1378: United-States
Row 48700, label PEMNTVTY, used 2553: United-States
Row 48719, label PEFNTVTY, used 60171: United-States
Row 48719, label PEMNTVTY, used 60171: United-States
Row 48719, label PENATVTY, used 60171: United-States
Row 48724, label PEFNTVTY, used 3: United-States
Row 48734, label PEFNTVTY, used 15: United-States
Row 48734, label PEMNTVTY, used 15: United-States
Row 48748, label PEFNTVTY, used 34758: United-States
Row 48785, label PEMNTVTY, used 417: United-States
Row 48823, label PEFNTVTY, used 7624: Nicaragua
Row 48823, label PEMNTVTY, used 7624: Nicaragua
Row 48823, label PENATVTY, used 7624: Nicaragua
Row 48828, label PEFNTVTY, used 30676: United-States
Row 48841, label PEFNTVTY, used 7709: Puerto-Rico
Row 48841, label PEMNTVTY, used 7709: Puerto-Rico
Row 48841, label PENATVTY, used 7709: Puerto-Rico
Row 48858, label PEFNTVTY, used 136: United-States
Row 48858, label PEMNTVTY, used 136: United-States
Row 48858, label PENATVTY, used 136: United-States
Row 48876, label PEMNTVTY, used 45080: United-States
Row 48896, label PEFNTVTY, used 417: United-States
Row 48899, label PEFNTVTY, used 46: United-States
Row 48902, label PEFNTVTY, used 114: United-States
Row 48924, label PEFNTVTY, used 44: United-States
Row 48924, label PEMNTVTY, used 44: United-States
Row 48928, label PEFNTVTY, used 2321: United-States
Row 48939, label PEFNTVTY, used 473: United-States
Row 48939, label PEMNTVTY, used 473: United-States
Row 48977, label PEFNTVTY, used 1846: Japan
Row 48977, label PEMNTVTY, used 1846: Japan
Row 48977, label PENATVTY, used 1846: United-States
Row 49008, label PEFNTVTY, used 29796: United-States
Row 49030, label PENATVTY, used 734: United-States
Row 49044, label PEFNTVTY, used 107: United-States
Row 49134, label PEFNTVTY, used 179: United-States
Row 49150, label PEFNTVTY, used 65: South Korea
Row 49150, label PEMNTVTY, used 65: United-States
Row 49150, label PENATVTY, used 65: United-States
Row 49191, label PEFNTVTY, used 2070: Italy
Row 49191, label PEMNTVTY, used 2070: United-States
Row 49191, label PENATVTY, used 2070: United-States
Row 49227, label PEFNTVTY, used 14608: United-States
Row 49295, label PEFNTVTY, used 12254: Taiwan
Row 49295, label PEMNTVTY, used 12254: Taiwan
Row 49295, label PENATVTY, used 12254: Taiwan
Row 49311, label PEFNTVTY, used 309: United-States
Row 49311, label PEMNTVTY, used 309: United-States
Row 49311, label PENATVTY, used 309: United-States
Row 49347, label PEFNTVTY, used 48800: United-States
Row 49347, label PEMNTVTY, used 48800: Mexico
Row 49385, label PEFNTVTY, used 6343: United-States
Row 49385, label PENATVTY, used 6343: United-States
Row 49457, label PEFNTVTY, used 44: United-States
Row 49457, label PEMNTVTY, used 44: United-States
Row 49468, label PEFNTVTY, used 259: United-States
Row 49468, label PEMNTVTY, used 259: United-States
Row 49505, label PEFNTVTY, used 16023: United-States
Row 49505, label PEMNTVTY, used 16023: United-States
Row 49505, label PENATVTY, used 16023: United-States
Row 49508, label PEFNTVTY, used 677: United-States
Row 49508, label PEMNTVTY, used 677: United-States
Row 49508, label PENATVTY, used 677: United-States
Row 49518, label PEMNTVTY, used 428: United-States
Row 49541, label PEFNTVTY, used 4851: Hong Kong
Row 49541, label PEMNTVTY, used 4851: United-States
Row 49567, label PEMNTVTY, used 2420: United-States
Row 49569, label PEFNTVTY, used 700: United-States
Row 49569, label PEMNTVTY, used 700: United-States
Row 49599, label PEFNTVTY, used 9524: United-States
Row 49599, label PEMNTVTY, used 9524: United-States
Row 49599, label PENATVTY, used 9524: United-States
Row 49610, label PEFNTVTY, used 8554: United-States
Row 49610, label PEMNTVTY, used 8554: United-States
Row 49610, label PENATVTY, used 8554: United-States
Row 49649, label PEFNTVTY, used 15: United-States
Row 49649, label PEMNTVTY, used 15: United-States
Row 49683, label PEFNTVTY, used 65: South Korea
Row 49719, label PEFNTVTY, used 185: United-States
Row 49731, label PEFNTVTY, used 46: United-States
Row 49731, label PEMNTVTY, used 46: United-States
Row 49731, label PENATVTY, used 46: United-States
Row 49748, label PEFNTVTY, used 28470: United-States
Row 49748, label PEMNTVTY, used 28470: United-States
Row 49748, label PENATVTY, used 28470: United-States
Row 49749, label PEFNTVTY, used 41: Dominican-Republic
Row 49770, label PEFNTVTY, used 17441: United-States
Row 49770, label PEMNTVTY, used 17441: United-States
Row 49770, label PENATVTY, used 17441: United-States
Row 49783, label PEFNTVTY, used 83976: South Korea
Row 49783, label PEMNTVTY, used 83976: South Korea
Row 49783, label PENATVTY, used 83976: South Korea
Row 49829, label PEFNTVTY, used 993: United-States
Row 49829, label PEMNTVTY, used 993: United-States
Row 49839, label PENATVTY, used 8824: United-States
Row 49891, label PEFNTVTY, used 1542: United-States
Row 49891, label PEMNTVTY, used 1542: United-States
Row 49908, label PEMNTVTY, used 33749: United-States
Row 49908, label PENATVTY, used 33749: United-States
Row 49945, label PEFNTVTY, used 3: United-States
Row 49945, label PEMNTVTY, used 3: United-States
Row 49945, label PENATVTY, used 3: United-States
Row 49974, label PEFNTVTY, used 385: United-States
Row 49974, label PEMNTVTY, used 385: United-States
Row 50024, label PEFNTVTY, used 29: United-States
Row 50024, label PEMNTVTY, used 29: United-States
Row 50024, label PENATVTY, used 29: United-States
Row 50051, label PEFNTVTY, used 46: United-States
Row 50051, label PEMNTVTY, used 46: United-States
Row 50082, label PEFNTVTY, used 119: United-States
Row 50130, label PEFNTVTY, used 41838: United-States
Row 50130, label PEMNTVTY, used 41838: El-Salvador
Row 50130, label PENATVTY, used 41838: United-States
Row 50167, label PEFNTVTY, used 8814: Laos
Row 50225, label PEMNTVTY, used 142: Portugal
Row 50243, label PEFNTVTY, used 394: United-States
Row 50243, label PEMNTVTY, used 394: United-States
Row 50248, label PEFNTVTY, used 7058: United-States
Row 50299, label PEFNTVTY, used 727: United-States
Row 50333, label PEFNTVTY, used 3: United-States
Row 50336, label PEFNTVTY, used 2070: Italy
Row 50336, label PEMNTVTY, used 2070: United-States
Row 50336, label PENATVTY, used 2070: United-States
Row 50366, label PEFNTVTY, used 3: United-States
Row 50377, label PEFNTVTY, used 15704: Cuba
Row 50377, label PEMNTVTY, used 15704: Cuba
Row 50387, label PEMNTVTY, used 0: United-States
Row 50423, label PEMNTVTY, used 473: United-States
Row 50432, label PEFNTVTY, used 417: United-States
Row 50432, label PEMNTVTY, used 417: United-States
Row 50470, label PEFNTVTY, used 196132: Columbia
Row 50470, label PEMNTVTY, used 196132: Columbia
Row 50470, label PENATVTY, used 196132: Columbia
Row 50495, label PEMNTVTY, used 138: United-States
Row 50559, label PEFNTVTY, used 46: United-States
Row 50559, label PEMNTVTY, used 46: United-States
Row 50559, label PENATVTY, used 46: United-States
Row 50605, label PEFNTVTY, used 10346: United-States
Row 50605, label PEMNTVTY, used 10346: United-States
Row 50605, label PENATVTY, used 10346: United-States
Row 50613, label PEFNTVTY, used 109: United-States
Row 50613, label PEMNTVTY, used 109: United-States
Row 50639, label PEFNTVTY, used 3: United-States
Row 50664, label PEFNTVTY, used 12610: United-States
Row 50664, label PEMNTVTY, used 12610: United-States
Row 50664, label PENATVTY, used 12610: United-States
Row 50672, label PEFNTVTY, used 60: United-States
Row 50672, label PEMNTVTY, used 60: United-States
Row 50745, label PEFNTVTY, used 309: United-States
Row 50745, label PEMNTVTY, used 309: United-States
Row 50769, label PENATVTY, used 104933: United-States
Row 50786, label PEFNTVTY, used 184: United-States
Row 50804, label PEFNTVTY, used 9062: United-States
Row 50813, label PEFNTVTY, used 9484: United-States
Row 50813, label PEMNTVTY, used 9484: United-States
Row 50828, label PEFNTVTY, used 2070: Italy
Row 50828, label PEMNTVTY, used 2070: United-States
Row 50835, label PEFNTVTY, used 56: United-States
Row 50835, label PEMNTVTY, used 56: United-States
Row 50835, label PENATVTY, used 56: United-States
Row 50836, label PEFNTVTY, used 56: United-States
Row 50836, label PEMNTVTY, used 56: United-States
Row 50840, label PEFNTVTY, used 3: United-States
Row 50842, label PEFNTVTY, used 102914: United-States
Row 50842, label PEMNTVTY, used 102914: United-States
Row 50842, label PENATVTY, used 102914: United-States
Row 50879, label PENATVTY, used 23867: United-States
Row 50927, label PEFNTVTY, used 65: South Korea
Row 50971, label PEFNTVTY, used 24522: Italy
Row 50971, label PEMNTVTY, used 24522: United-States
Row 50995, label PEFNTVTY, used 385: United-States
Row 50995, label PEMNTVTY, used 385: United-States
Row 51000, label PEFNTVTY, used 17569: United-States
Row 51000, label PEMNTVTY, used 17569: United-States
Row 51000, label PENATVTY, used 17569: United-States
Row 51023, label PEFNTVTY, used 8467: Germany
Row 51044, label PEFNTVTY, used 172972: Canada
Row 51044, label PENATVTY, used 172972: Canada
Row 51048, label PEFNTVTY, used 195: United-States
Row 51064, label PEFNTVTY, used 3531: United-States
Row 51064, label PEMNTVTY, used 3531: United-States
Row 51064, label PENATVTY, used 3531: United-States
Row 51097, label PEFNTVTY, used 5822: United-States
Row 51097, label PEMNTVTY, used 5822: United-States
Row 51097, label PENATVTY, used 5822: United-States
Row 51104, label PEFNTVTY, used 46: United-States
Row 51153, label PEFNTVTY, used 292: United-States
Row 51153, label PEMNTVTY, used 292: United-States
Row 51153, label PENATVTY, used 292: United-States
Row 51181, label PEFNTVTY, used 3: United-States
Row 51181, label PEMNTVTY, used 3: United-States
Row 51193, label PEMNTVTY, used 1496: United-States
Row 51193, label PENATVTY, used 1496: United-States
Row 51194, label PEFNTVTY, used 26045: United-States
Row 51202, label PEFNTVTY, used 3: United-States
Row 51202, label PENATVTY, used 3: United-States
Row 51222, label PEFNTVTY, used 3751: Greece
Row 51254, label PEFNTVTY, used 44: United-States
Row 51254, label PEMNTVTY, used 44: United-States
Row 51254, label PENATVTY, used 44: United-States
Row 51279, label PEFNTVTY, used 17598: United-States
Row 51279, label PEMNTVTY, used 17598: United-States
Row 51279, label PENATVTY, used 17598: United-States
Row 51287, label PEFNTVTY, used 56: United-States
Row 51287, label PEMNTVTY, used 56: United-States
Row 51294, label PEFNTVTY, used 4463: United-States
Row 51294, label PEMNTVTY, used 4463: United-States
Row 51297, label PEFNTVTY, used 46: United-States
Row 51297, label PEMNTVTY, used 46: United-States
Row 51310, label PEFNTVTY, used 46: United-States
Row 51388, label PEMNTVTY, used 969: United-States
Row 51408, label PEFNTVTY, used 105044: Dominican-Republic
Row 51408, label PEMNTVTY, used 105044: Dominican-Republic
Row 51408, label PENATVTY, used 105044: Dominican-Republic
Row 51424, label PEFNTVTY, used 428: United-States
Row 51424, label PEMNTVTY, used 428: United-States
Row 51428, label PEFNTVTY, used 44: United-States
Row 51428, label PEMNTVTY, used 44: United-States
Row 51435, label PEFNTVTY, used 3: United-States
Row 51435, label PEMNTVTY, used 3: United-States
Row 51435, label PENATVTY, used 3: United-States
Row 51436, label PEFNTVTY, used 373: United-States
Row 51436, label PEMNTVTY, used 373: United-States
Row 51436, label PENATVTY, used 373: United-States
Row 51460, label PEFNTVTY, used 90132: United-States
Row 51460, label PEMNTVTY, used 90132: Germany
Row 51473, label PENATVTY, used 5975: United-States
Row 51477, label PEFNTVTY, used 127: United-States
Row 51477, label PEMNTVTY, used 127: United-States
Row 51477, label PENATVTY, used 127: United-States
Row 51486, label PEFNTVTY, used 7624: Nicaragua
Row 51486, label PEMNTVTY, used 7624: Nicaragua
Row 51486, label PENATVTY, used 7624: Nicaragua
Row 51531, label PEFNTVTY, used 740: United-States
Row 51531, label PEMNTVTY, used 740: United-States
Row 51531, label PENATVTY, used 740: United-States
Row 51533, label PEFNTVTY, used 13733: United-States
Row 51533, label PEMNTVTY, used 13733: United-States
Row 51533, label PENATVTY, used 13733: Germany
Row 51566, label PEFNTVTY, used 119: United-States
Row 51566, label PEMNTVTY, used 119: United-States
Row 51569, label PEFNTVTY, used 36746: United-States
Row 51569, label PEMNTVTY, used 36746: United-States
Row 51569, label PENATVTY, used 36746: United-States
Row 51576, label PEFNTVTY, used 16459: United-States
Row 51576, label PEMNTVTY, used 16459: United-States
Row 51576, label PENATVTY, used 16459: United-States
Row 51609, label PEFNTVTY, used 21826: United-States
Row 51609, label PEMNTVTY, used 21826: United-States
Row 51609, label PENATVTY, used 21826: United-States
Row 51619, label PEFNTVTY, used 3: United-States
Row 51654, label PEMNTVTY, used 224: United-States
Row 51670, label PEFNTVTY, used 857: United-States
Row 51670, label PENATVTY, used 857: United-States
Row 51678, label PEMNTVTY, used 54609: Dominican-Republic
Row 51678, label PENATVTY, used 54609: Dominican-Republic
Row 51679, label PEFNTVTY, used 558: Yugoslavia
Row 51679, label PEMNTVTY, used 558: Yugoslavia
Row 51684, label PEFNTVTY, used 3: United-States
Row 51684, label PEMNTVTY, used 3: United-States
Row 51684, label PENATVTY, used 3: United-States
Row 51697, label PEFNTVTY, used 3: United-States
Row 51697, label PEMNTVTY, used 3: United-States
Row 51697, label PENATVTY, used 3: United-States
Row 51717, label PEFNTVTY, used 46: United-States
Row 51717, label PEMNTVTY, used 46: United-States
Row 51756, label PEFNTVTY, used 224: United-States
Row 51767, label PEFNTVTY, used 55191: United-States
Row 51767, label PEMNTVTY, used 55191: United-States
Row 51767, label PENATVTY, used 55191: United-States
Row 51772, label PEFNTVTY, used 65: South Korea
Row 51783, label PEFNTVTY, used 3: United-States
Row 51783, label PEMNTVTY, used 3: United-States
Row 51791, label PEFNTVTY, used 179: United-States
Row 51791, label PEMNTVTY, used 179: United-States
Row 51806, label PEMNTVTY, used 65: United-States
Row 51822, label PEFNTVTY, used 517: United-States
Row 51865, label PEFNTVTY, used 9772: United-States
Row 51865, label PEMNTVTY, used 9772: United-States
Row 51865, label PENATVTY, used 9772: United-States
Row 51880, label PEMNTVTY, used 65: United-States
Row 51888, label PEFNTVTY, used 2678: United-States
Row 51888, label PEMNTVTY, used 2678: United-States
Row 51888, label PENATVTY, used 2678: United-States
Row 51935, label PEFNTVTY, used 5800: United-States
Row 51960, label PEFNTVTY, used 65: South Korea
Row 51960, label PEMNTVTY, used 65: United-States
Row 51970, label PENATVTY, used 473: United-States
Row 51995, label PEFNTVTY, used 17324: El-Salvador
Row 51995, label PEMNTVTY, used 17324: El-Salvador
Row 51995, label PENATVTY, used 17324: El-Salvador
Row 52004, label PEFNTVTY, used 56: United-States
Row 52004, label PEMNTVTY, used 56: United-States
Row 52008, label PEFNTVTY, used 481: United-States
Row 52008, label PEMNTVTY, used 481: United-States
Row 52022, label PEFNTVTY, used 44: United-States
Row 52022, label PEMNTVTY, used 44: United-States
Row 52072, label PENATVTY, used 103166: Germany
Row 52074, label PEFNTVTY, used 46: United-States
Row 52117, label PEMNTVTY, used 14596: United-States
Row 52130, label PENATVTY, used 10645: United-States
Row 52226, label PEFNTVTY, used 3: United-States
Row 52226, label PEMNTVTY, used 3: United-States
Row 52226, label PENATVTY, used 3: United-States
Row 52233, label PEFNTVTY, used 138: United-States
Row 52233, label PEMNTVTY, used 138: United-States
Row 52233, label PENATVTY, used 138: United-States
Row 52255, label PEFNTVTY, used 7597: United-States
Row 52255, label PEMNTVTY, used 7597: United-States
Row 52311, label PEFNTVTY, used 34489: United-States
Row 52311, label PEMNTVTY, used 34489: United-States
Row 52311, label PENATVTY, used 34489: United-States
Row 52318, label PEFNTVTY, used 8997: United-States
Row 52318, label PEMNTVTY, used 8997: United-States
Row 52318, label PENATVTY, used 8997: United-States
Row 52331, label PEFNTVTY, used 171440: United-States
Row 52331, label PEMNTVTY, used 171440: United-States
Row 52331, label PENATVTY, used 171440: United-States
Row 52375, label PEFNTVTY, used 1611: Poland
Row 52375, label PEMNTVTY, used 1611: Germany
Row 52375, label PENATVTY, used 1611: Germany
Row 52417, label PEMNTVTY, used 33359: United-States
Row 52461, label PEFNTVTY, used 15: United-States
Row 52461, label PEMNTVTY, used 15: United-States
Row 52461, label PENATVTY, used 15: United-States
Row 52472, label PEFNTVTY, used 44: United-States
Row 52472, label PEMNTVTY, used 44: United-States
Row 52472, label PENATVTY, used 44: United-States
Row 52477, label PEFNTVTY, used 2070: Italy
Row 52477, label PEMNTVTY, used 2070: United-States
Row 52490, label PEMNTVTY, used 347: United-States
Row 52493, label PEFNTVTY, used 62880: United-States
Row 52493, label PEMNTVTY, used 62880: United-States
Row 52500, label PEFNTVTY, used 7137: United-States
Row 52500, label PEMNTVTY, used 7137: United-States
Row 52518, label PEFNTVTY, used 428: United-States
Row 52518, label PEMNTVTY, used 428: United-States
Row 52518, label PENATVTY, used 428: United-States
Row 52534, label PENATVTY, used 88: Vietnam
Row 52597, label PEFNTVTY, used 3: United-States
Row 52597, label PEMNTVTY, used 3: United-States
Row 52597, label PENATVTY, used 3: United-States
Row 52621, label PEFNTVTY, used 168468: United-States
Row 52621, label PEMNTVTY, used 168468: United-States
Row 52621, label PENATVTY, used 168468: United-States
Row 52631, label PEFNTVTY, used 135: United-States
Row 52667, label PENATVTY, used 3: United-States
Row 52669, label PEFNTVTY, used 8229: United-States
Row 52682, label PEFNTVTY, used 25314: United-States
Row 52683, label PEMNTVTY, used 12380: United-States
Row 52690, label PEFNTVTY, used 428: United-States
Row 52690, label PEMNTVTY, used 428: United-States
Row 52697, label PEFNTVTY, used 1337: United-States
Row 52697, label PEMNTVTY, used 1337: United-States
Row 52697, label PENATVTY, used 1337: United-States
Row 52741, label PEFNTVTY, used 3: United-States
Row 52741, label PENATVTY, used 3: United-States
Row 52753, label PENATVTY, used 14356: United-States
Row 52758, label PEFNTVTY, used 46: United-States
Row 52758, label PEMNTVTY, used 46: United-States
Row 52801, label PEMNTVTY, used 1806: United-States
Row 52833, label PEFNTVTY, used 60: United-States
Row 52833, label PEMNTVTY, used 60: United-States
Row 52843, label PEFNTVTY, used 333: United-States
Row 52865, label PEFNTVTY, used 176151: United-States
Row 52883, label PEFNTVTY, used 0: United-States
Row 52905, label PEMNTVTY, used 87580: Germany
Row 52920, label PEFNTVTY, used 114: United-States
Row 52920, label PEMNTVTY, used 114: United-States
Row 52920, label PENATVTY, used 114: United-States
Row 53014, label PEFNTVTY, used 26741: United-States
Row 53017, label PEFNTVTY, used 517: United-States
Row 53017, label PEMNTVTY, used 517: United-States
Row 53042, label PEFNTVTY, used 3: United-States
Row 53055, label PEFNTVTY, used 19515: United-States
Row 53079, label PEFNTVTY, used 2680: United-States
Row 53079, label PEMNTVTY, used 2680: United-States
Row 53079, label PENATVTY, used 2680: United-States
Row 53105, label PEFNTVTY, used 417: United-States
Row 53105, label PEMNTVTY, used 417: United-States
Row 53121, label PEMNTVTY, used 991: United-States
Row 53122, label PEFNTVTY, used 52068: Cuba
Row 53122, label PEMNTVTY, used 52068: Cuba
Row 53122, label PENATVTY, used 52068: Cuba
Row 53126, label PEFNTVTY, used 4091: United-States
Row 53126, label PEMNTVTY, used 4091: United-States
Row 53126, label PENATVTY, used 4091: United-States
Row 53140, label PEFNTVTY, used 700: United-States
Row 53140, label PEMNTVTY, used 700: United-States
Row 53147, label PEMNTVTY, used 2728: United-States
Row 53211, label PEFNTVTY, used 1586: Haiti
Row 53211, label PEMNTVTY, used 1586: Haiti
Row 53211, label PENATVTY, used 1586: Haiti
Row 53218, label PEFNTVTY, used 14: United-States
Row 53218, label PEMNTVTY, used 14: United-States
Row 53218, label PENATVTY, used 14: United-States
Row 53237, label PEFNTVTY, used 88: Vietnam
Row 53237, label PEMNTVTY, used 88: Vietnam
Row 53237, label PENATVTY, used 88: Vietnam
Row 53287, label PEFNTVTY, used 297: United-States
Row 53312, label PEFNTVTY, used 2230: United-States
Row 53312, label PEMNTVTY, used 2230: United-States
Row 53318, label PEFNTVTY, used 3: United-States
Row 53325, label PEFNTVTY, used 5801: United-States
Row 53325, label PEMNTVTY, used 5801: United-States
Row 53325, label PENATVTY, used 5801: United-States
Row 53328, label PEFNTVTY, used 18: United-States
Row 53360, label PEFNTVTY, used 179: United-States
Row 53360, label PEMNTVTY, used 179: United-States
Row 53362, label PEFNTVTY, used 7137: United-States
Row 53362, label PEMNTVTY, used 7137: United-States
Row 53368, label PEMNTVTY, used 733: United-States
Row 53419, label PEMNTVTY, used 16750: United-States
Row 53422, label PEFNTVTY, used 44: United-States
Row 53422, label PEMNTVTY, used 44: United-States
Row 53422, label PENATVTY, used 44: United-States
Row 53459, label PEFNTVTY, used 0: United-States
Row 53459, label PEMNTVTY, used 0: United-States
Row 53459, label PENATVTY, used 0: United-States
Row 53519, label PEMNTVTY, used 12576: Panama
Row 53548, label PEFNTVTY, used 56: United-States
Row 53548, label PEMNTVTY, used 56: United-States
Row 53548, label PENATVTY, used 56: United-States
Row 53553, label PEFNTVTY, used 8757: United-States
Row 53584, label PENATVTY, used 8941: United-States
Row 53628, label PEFNTVTY, used 85231: United-States
Row 53628, label PEMNTVTY, used 85231: United-States
Row 53628, label PENATVTY, used 85231: United-States
Row 53666, label PEFNTVTY, used 13475: United-States
Row 53666, label PEMNTVTY, used 13475: United-States
Row 53666, label PENATVTY, used 13475: United-States
Row 53702, label PEFNTVTY, used 67967: United-States
Row 53702, label PEMNTVTY, used 67967: United-States
Row 53702, label PENATVTY, used 67967: United-States
Row 53775, label PEFNTVTY, used 3: United-States
Row 53775, label PEMNTVTY, used 3: United-States
Row 53788, label PEFNTVTY, used 66418: United-States
Row 53841, label PEFNTVTY, used 33842: Laos
Row 53841, label PEMNTVTY, used 33842: Laos
Row 53841, label PENATVTY, used 33842: Laos
Row 53883, label PEFNTVTY, used 5469: United-States
Row 53891, label PEMNTVTY, used 38261: United-States
Row 53910, label PEFNTVTY, used 473: United-States
Row 53910, label PEMNTVTY, used 473: United-States
Row 53922, label PEFNTVTY, used 3: United-States
Row 53922, label PEMNTVTY, used 3: United-States
Row 53929, label PEFNTVTY, used 76258: United-States
Row 53936, label PEFNTVTY, used 0: United-States
Row 53936, label PEMNTVTY, used 0: United-States
Row 53936, label PENATVTY, used 0: United-States
Row 53965, label PEFNTVTY, used 385: United-States
Row 53965, label PEMNTVTY, used 385: United-States
Row 53971, label PEFNTVTY, used 40654: United-States
Row 53971, label PEMNTVTY, used 40654: United-States
Row 53979, label PEMNTVTY, used 119: United-States
Row 53979, label PENATVTY, used 119: United-States
Row 53987, label PEFNTVTY, used 54099: United-States
Row 53990, label PEFNTVTY, used 44: United-States
Row 53990, label PEMNTVTY, used 44: United-States
Row 54003, label PEFNTVTY, used 323: Poland
Row 54003, label PEMNTVTY, used 323: Poland
Row 54025, label PEMNTVTY, used 41: Puerto-Rico
Row 54058, label PEFNTVTY, used 15590: United-States
Row 54058, label PEMNTVTY, used 15590: United-States
Row 54058, label PENATVTY, used 15590: United-States
Row 54080, label PEFNTVTY, used 1282: United-States
Row 54080, label PEMNTVTY, used 1282: United-States
Row 54109, label PEMNTVTY, used 46: United-States
Row 54137, label PEFNTVTY, used 94: United-States
Row 54137, label PEMNTVTY, used 94: United-States
Row 54137, label PENATVTY, used 94: United-States
Row 54158, label PEFNTVTY, used 69512: United-States
